NCT Number,Study Title,Study URL,Study_Status,Study Type
NCT01677507,Glaucoma Biomarkers,https://clinicaltrials.gov/study/NCT01677507,COMPLETED,INTERVENTIONAL
NCT00453024,Imaging Ahmed Glaucoma Tubes With a Pericardial Graft and Tissue Glue or Partial-Thickness Scleral Flap and Sutures,https://clinicaltrials.gov/study/NCT00453024,UNKNOWN,INTERVENTIONAL
NCT01025024,Investigation of Genetic Disease Marker Associated With Korean Glaucoma Patients,https://clinicaltrials.gov/study/NCT01025024,COMPLETED,OBSERVATIONAL
NCT01025024,Investigation of Genetic Disease Marker Associated With Korean Glaucoma Patients,https://clinicaltrials.gov/study/NCT01025024,COMPLETED,OBSERVATIONAL
NCT01898624,Specified Drug Use-results Survey of Betanis Tablets,https://clinicaltrials.gov/study/NCT01898624,COMPLETED,OBSERVATIONAL
NCT00551395,Timing of Treatment Completion in Staged Selective Laser Trabeculoplasty (SLT): Early vs. Late Completion,https://clinicaltrials.gov/study/NCT00551395,TERMINATED,INTERVENTIONAL
NCT02655432,Performance of a Photoscreener for Vision Screening in a Haitian Pediatric Population,https://clinicaltrials.gov/study/NCT02655432,WITHDRAWN,OBSERVATIONAL
NCT06144918,Phase 2 Placebo-Controlled Study Assessing the Safety and Ocular Efficacy of SBI-100 Ophthalmic Emulsion in Patients With Elevated Eye Pressure,https://clinicaltrials.gov/study/NCT06144918,RECRUITING,INTERVENTIONAL
NCT05506423,Study of the CycloPen Micro-Interventional System and Long-Term Clinical Outcomes,https://clinicaltrials.gov/study/NCT05506423,ENROLLING_BY_INVITATION,OBSERVATIONAL
NCT05039684,Inflammatory Biomarkers in Ocular Surface in Primary Open Angle Glaucoma or Ocular Hypertension Under Topical Prostaglandins,https://clinicaltrials.gov/study/NCT05039684,RECRUITING,OBSERVATIONAL
NCT01887223,Transconjunctival Needling Revision Versus Medical Treatment,https://clinicaltrials.gov/study/NCT01887223,COMPLETED,INTERVENTIONAL
NCT01087684,Response to SLT vs. ALT in Patients Under 60 Years of Age,https://clinicaltrials.gov/study/NCT01087684,COMPLETED,INTERVENTIONAL
NCT01840202,Ocular Blood Flow in Glaucoma Patients - the Leuven Eye Study,https://clinicaltrials.gov/study/NCT01840202,COMPLETED,OBSERVATIONAL
NCT00940823,The AVB Study: Prospective Study Comparing the Ahmed Valve and the Baerveldt Implant for Treating Refractory Glaucoma,https://clinicaltrials.gov/study/NCT00940823,COMPLETED,INTERVENTIONAL
NCT05231928,A Novel Argon Laser Iridoplasty for Pigment Dispersion Syndrome,https://clinicaltrials.gov/study/NCT05231928,RECRUITING,INTERVENTIONAL
NCT03584958,Comparing Refractive and Visual Outcomes of MIGS and Traditional Surgeries,https://clinicaltrials.gov/study/NCT03584958,ENROLLING_BY_INVITATION,OBSERVATIONAL
NCT03584958,Comparing Refractive and Visual Outcomes of MIGS and Traditional Surgeries,https://clinicaltrials.gov/study/NCT03584958,ENROLLING_BY_INVITATION,OBSERVATIONAL
NCT01105923,Study of an Intervention to Improve Problem List Accuracy and Use,https://clinicaltrials.gov/study/NCT01105923,UNKNOWN,INTERVENTIONAL
NCT00323284,A Study of the Trabecular Micro-bypass Stent in Combination With Cataract Surgery in Subjects With Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT00323284,COMPLETED,INTERVENTIONAL
NCT00332384,Safety and Efficacy Study of Brimonidine/Timolol Fixed Combination in Patients With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00332384,COMPLETED,INTERVENTIONAL
NCT00444184,24-hour Intraocular Pressure Control With Travoprost/Timolol Fixed Combination Versus Travoprost,https://clinicaltrials.gov/study/NCT00444184,COMPLETED,INTERVENTIONAL
NCT01430923,Clinical Evaluation of Safety and Efficacy of Refrigeration Free Latanoprost,https://clinicaltrials.gov/study/NCT01430923,UNKNOWN,INTERVENTIONAL
NCT01417858,Intraocular Pressure Control After Anterior Segment Laser - Comparison Between 2 Drugs,https://clinicaltrials.gov/study/NCT01417858,UNKNOWN,INTERVENTIONAL
NCT03423758,Investigating the Genetic Basis of Pseudoexfoliation Syndrome Angle-closure Glaucoma and Primary Open-angle Glaucoma,https://clinicaltrials.gov/study/NCT03423758,RECRUITING,OBSERVATIONAL
NCT04602923,Keratometric Change After XEN Trabeculectomy and Tube Shunts,https://clinicaltrials.gov/study/NCT04602923,RECRUITING,INTERVENTIONAL
NCT02390284,Stop Retinal Ganglion Cell Dysfunction Study,https://clinicaltrials.gov/study/NCT02390284,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT03912584,Study Comparing the P200TE and the P200TxE in Glaucoma Patients,https://clinicaltrials.gov/study/NCT03912584,COMPLETED,INTERVENTIONAL
NCT00494923,Early Diagnosis Pathogenesis and Progression of Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT00494923,UNKNOWN,OBSERVATIONAL
NCT01507584,The Effects of the Water Drinking Test on Intraocular Pressure,https://clinicaltrials.gov/study/NCT01507584,COMPLETED,INTERVENTIONAL
NCT04037384,Training of Eye Movements in Glaucoma,https://clinicaltrials.gov/study/NCT04037384,UNKNOWN,INTERVENTIONAL
NCT01230736,Safety and Efficacy of Changing to DuoTrav From Prior Therapy,https://clinicaltrials.gov/study/NCT01230736,COMPLETED,INTERVENTIONAL
NCT00848536,Efficacy Study of Travoprost APS Versus TRAVATAN,https://clinicaltrials.gov/study/NCT00848536,COMPLETED,INTERVENTIONAL
NCT00527501,IOP Lowering Efficacy of Travoprost/Brinzolamide Fixed Combination Ophthalmic Suspension in Patients With Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00527501,COMPLETED,INTERVENTIONAL
NCT00559234,Potential Research Participants for Future Studies of Inherited Eye Diseases,https://clinicaltrials.gov/study/NCT00559234,COMPLETED,OBSERVATIONAL
NCT05503901,A Long Term Study of STN1012600 in Subjects With Open Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT05503901,RECRUITING,INTERVENTIONAL
NCT01849536,Corneal Biomechanics and Continuous IOP Monitoring Using Soft Contact Lenses in Glaucomatous Patients,https://clinicaltrials.gov/study/NCT01849536,COMPLETED,INTERVENTIONAL
NCT00332436,Safety and Efficacy Study of Brimonidine/Timolol Fixed Combination in Patients With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00332436,COMPLETED,INTERVENTIONAL
NCT04205201,The Effectiveness of Topical Latanoprost Compared With Topical Brimonidine in the Treatment of the Primary Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT04205201,COMPLETED,INTERVENTIONAL
NCT03651336,Long-term Safety and Performance of the ARGOS-IO Intraocular Pressure Sensor System in Subjects With Primary Open Angle Glaucoma (POAG),https://clinicaltrials.gov/study/NCT03651336,COMPLETED,INTERVENTIONAL
NCT05253534,GlaucoT Glaucoma Treatment Glasses in the Treatment of Primary Open-Angle Glaucoma,https://clinicaltrials.gov/study/NCT05253534,SUSPENDED,INTERVENTIONAL
NCT04784234,Vision Preservation and Restoration Following a 6 Month Trial of GlaucoCetin,https://clinicaltrials.gov/study/NCT04784234,RECRUITING,INTERVENTIONAL
NCT04038034,Valuation of the Antioxidant and Neuroprotective Effects of CoQ10-MINIACTIVES® (COQUN® OS) in Patients Affected by Primary Open Angle Glaucoma,https://clinicaltrials.gov/study/NCT04038034,UNKNOWN,INTERVENTIONAL
NCT05536401,P200TE Agreement and Precision Study,https://clinicaltrials.gov/study/NCT05536401,TERMINATED,INTERVENTIONAL
NCT04735601,Ahmed Valve Implantation Coated With Poly Lactic -Co-glycolic Acid (PLGA) Saturated With Mitomycin-C in the Management of Adult Onset Glaucoma in Sturge Weber Syndrome,https://clinicaltrials.gov/study/NCT04735601,RECRUITING,INTERVENTIONAL
NCT04285580,A Phase 3b Study Evaluating the 24-Hour Intraocular Pressure Lowering Effect of Bimatoprost SR in Patients With Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT04285580,COMPLETED,INTERVENTIONAL
NCT01896180,Study to Compare the Safety and Efficacy of ALZ-1101 to Latanoprost in Patients With Intraocular Pressure Inadequately Controlled by Latanoprost,https://clinicaltrials.gov/study/NCT01896180,COMPLETED,INTERVENTIONAL
NCT04947124,A Study to Determine the Safety and Tolerability of 2 Concentrations of QLS-101,https://clinicaltrials.gov/study/NCT04947124,COMPLETED,INTERVENTIONAL
NCT05147701,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for Eye Diseases,https://clinicaltrials.gov/study/NCT05147701,RECRUITING,INTERVENTIONAL
NCT03338101,Comparative Study Between Tonometers,https://clinicaltrials.gov/study/NCT03338101,COMPLETED,OBSERVATIONAL
NCT01879501,Living Successfully With Chronic Eye Diseases,https://clinicaltrials.gov/study/NCT01879501,UNKNOWN,INTERVENTIONAL
NCT01879501,Living Successfully With Chronic Eye Diseases,https://clinicaltrials.gov/study/NCT01879501,UNKNOWN,INTERVENTIONAL
NCT01879501,Living Successfully With Chronic Eye Diseases,https://clinicaltrials.gov/study/NCT01879501,UNKNOWN,INTERVENTIONAL
NCT01879501,Living Successfully With Chronic Eye Diseases,https://clinicaltrials.gov/study/NCT01879501,UNKNOWN,INTERVENTIONAL
NCT02050880,OCT Agreement and Crossed Precision Study,https://clinicaltrials.gov/study/NCT02050880,COMPLETED,OBSERVATIONAL
NCT05703724,Prevalence of Glaucoma in Belgium: a Multicenter National Trial,https://clinicaltrials.gov/study/NCT05703724,COMPLETED,INTERVENTIONAL
NCT01628601,GANfort® in Patients With Primary Open Angle Glaucoma or Ocular Hypertension Who Are Insufficiently Responsive to Monotherapy,https://clinicaltrials.gov/study/NCT01628601,COMPLETED,OBSERVATIONAL
NCT04132401,AI for the Detection of Retinal Disease and Glaucoma in Patients With Diabetes Mellitus in Primary Care,https://clinicaltrials.gov/study/NCT04132401,COMPLETED,INTERVENTIONAL
NCT04132401,AI for the Detection of Retinal Disease and Glaucoma in Patients With Diabetes Mellitus in Primary Care,https://clinicaltrials.gov/study/NCT04132401,COMPLETED,INTERVENTIONAL
NCT04132401,AI for the Detection of Retinal Disease and Glaucoma in Patients With Diabetes Mellitus in Primary Care,https://clinicaltrials.gov/study/NCT04132401,COMPLETED,INTERVENTIONAL
NCT05269680,STAR-LIFE: a Post-market Registry on MINIject,https://clinicaltrials.gov/study/NCT05269680,RECRUITING,OBSERVATIONAL
NCT04448080,Comparison of Topical Anesthesia and Analgosedation in Micropulse Transscleral Glaucoma Treatment,https://clinicaltrials.gov/study/NCT04448080,COMPLETED,INTERVENTIONAL
NCT06174324,Visual Field Progression and RNFL Change After PreserFlo MicroShunt Implantation,https://clinicaltrials.gov/study/NCT06174324,RECRUITING,OBSERVATIONAL
NCT00443924,Study of INS115644 Ophthalmic Solution in Subjects With Ocular Hypertension or Glaucoma,https://clinicaltrials.gov/study/NCT00443924,COMPLETED,INTERVENTIONAL
NCT03750201,A Study to Assess an Automated Laser Device for Direct Selective Laser Trabeculoplasty,https://clinicaltrials.gov/study/NCT03750201,COMPLETED,INTERVENTIONAL
NCT03750201,A Study to Assess an Automated Laser Device for Direct Selective Laser Trabeculoplasty,https://clinicaltrials.gov/study/NCT03750201,COMPLETED,INTERVENTIONAL
NCT03750201,A Study to Assess an Automated Laser Device for Direct Selective Laser Trabeculoplasty,https://clinicaltrials.gov/study/NCT03750201,COMPLETED,INTERVENTIONAL
NCT03750201,A Study to Assess an Automated Laser Device for Direct Selective Laser Trabeculoplasty,https://clinicaltrials.gov/study/NCT03750201,COMPLETED,INTERVENTIONAL
NCT00327301,Cellular Proteome From Leukocytes of Glaucoma Patients in Comparison With Patients With Parkinson's Disease,https://clinicaltrials.gov/study/NCT00327301,WITHDRAWN,OBSERVATIONAL
NCT06000280,Evaluation of Retina in Patients With Glaucoma Using Topical Prostaglandins Undergoing Trabeculectomy Surgery,https://clinicaltrials.gov/study/NCT06000280,COMPLETED,INTERVENTIONAL
NCT03310580,Study of Netarsudil Ophthalmic Solution in Japanese/Japanese-American Subjects With Open-angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT03310580,COMPLETED,INTERVENTIONAL
NCT00644280,Ranibizumab in Preventing Failure of Ahmed Valve Glaucoma Surgery,https://clinicaltrials.gov/study/NCT00644280,TERMINATED,INTERVENTIONAL
NCT01561001,IOP Fluctuations in Primary Open Angle Glaucoma Patients Before and After Deep Sclerectomy With Collagen Implant,https://clinicaltrials.gov/study/NCT01561001,TERMINATED,INTERVENTIONAL
NCT03086980,Automatic Self Transcending Meditation (ASTM) Versus Usual Care in Patients With Glaucoma,https://clinicaltrials.gov/study/NCT03086980,UNKNOWN,INTERVENTIONAL
NCT02875158,Cyclophotocoagulation in Glaucoma,https://clinicaltrials.gov/study/NCT02875158,COMPLETED,INTERVENTIONAL
NCT00221923,African Descent and Glaucoma Evaluation Study,https://clinicaltrials.gov/study/NCT00221923,UNKNOWN,OBSERVATIONAL
NCT01170884,Comparing Safety and Efficacy of Combigan® and Lumigan® With Lumigan® Alone in Glaucoma or Ocular Hypertension Subjects Treated With Xalatan®,https://clinicaltrials.gov/study/NCT01170884,COMPLETED,INTERVENTIONAL
NCT01391078,Comparison of Sensimed Triggerfish With Goldmann Applanation Tonometry and Perkins Tonometry,https://clinicaltrials.gov/study/NCT01391078,COMPLETED,INTERVENTIONAL
NCT04553523,Hydrus® Microstent New Enrollment Post-Approval Study,https://clinicaltrials.gov/study/NCT04553523,RECRUITING,INTERVENTIONAL
NCT02339584,Efficacy and Safety of Brinzolamide/Brimonidine Fixed Combination BID Compared to Brinzolamide BID Plus Brimonidine BID in Subjects With Open-Angle Glaucoma (OAG) or Ocular Hypertension (OHT),https://clinicaltrials.gov/study/NCT02339584,COMPLETED,INTERVENTIONAL
NCT03931564,SIGHT Study: Cost-effectiveness of InnFocus Microshunt Implantation vs. Trabeculectomy.,https://clinicaltrials.gov/study/NCT03931564,RECRUITING,INTERVENTIONAL
NCT02917564,Triamcinolone Injections for Persistent Choroidal Effusions Post Glaucoma Surgery,https://clinicaltrials.gov/study/NCT02917564,RECRUITING,INTERVENTIONAL
NCT03624361,MINIject Glaucoma Implant in European Patients,https://clinicaltrials.gov/study/NCT03624361,COMPLETED,INTERVENTIONAL
NCT03274323,Trabeculectomy Versus 2-iStent and Prostaglandin Study,https://clinicaltrials.gov/study/NCT03274323,WITHDRAWN,INTERVENTIONAL
NCT04530084,A Single Center Proof Of Concept Study To Assess Intra And Perioperative Safety Profile Of OMNI Surgical System,https://clinicaltrials.gov/study/NCT04530084,UNKNOWN,INTERVENTIONAL
NCT04088084,Effects of Palmitoylethanolamide on Inner Retinal Function in Glaucoma Patients by Pattern Electroretinogram,https://clinicaltrials.gov/study/NCT04088084,COMPLETED,INTERVENTIONAL
NCT00801658,Efficacy of SLT in Patients With Insufficient IOP Control Under Maximum Tolerated Drug Therapy (Eye Drops),https://clinicaltrials.gov/study/NCT00801658,COMPLETED,INTERVENTIONAL
NCT02199158,Short-term Outcomes of Iridoplasty for Persistent Angle Closure Despite Patent Iridotomies,https://clinicaltrials.gov/study/NCT02199158,COMPLETED,INTERVENTIONAL
NCT01052558,GTS400 Stent Implantation in Conjunction With Cataract Surgery in Subjects With Open-angle Glaucoma,https://clinicaltrials.gov/study/NCT01052558,COMPLETED,INTERVENTIONAL
NCT02405884,Intraocular Pressure and Hemodialysis Midwestern Brazil,https://clinicaltrials.gov/study/NCT02405884,COMPLETED,INTERVENTIONAL
NCT01779284,Travoprost/Timolol vs Latanoprost/Timolol Fixed Combination Therapy,https://clinicaltrials.gov/study/NCT01779284,COMPLETED,INTERVENTIONAL
NCT00847158,A Clinical Trial of Phacoemulsification Versus Phacoemulsification & the iStent Implantation in POAG Patients,https://clinicaltrials.gov/study/NCT00847158,COMPLETED,INTERVENTIONAL
NCT04878458,Phacotrabeculectomy Versus Phacogoniotomy (PVP) in Advanced Primary Angle-closure Glaucoma,https://clinicaltrials.gov/study/NCT04878458,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT04878458,Phacotrabeculectomy Versus Phacogoniotomy (PVP) in Advanced Primary Angle-closure Glaucoma,https://clinicaltrials.gov/study/NCT04878458,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT04878458,Phacotrabeculectomy Versus Phacogoniotomy (PVP) in Advanced Primary Angle-closure Glaucoma,https://clinicaltrials.gov/study/NCT04878458,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT04878458,Phacotrabeculectomy Versus Phacogoniotomy (PVP) in Advanced Primary Angle-closure Glaucoma,https://clinicaltrials.gov/study/NCT04878458,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT04878458,Phacotrabeculectomy Versus Phacogoniotomy (PVP) in Advanced Primary Angle-closure Glaucoma,https://clinicaltrials.gov/study/NCT04878458,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT04878458,Phacotrabeculectomy Versus Phacogoniotomy (PVP) in Advanced Primary Angle-closure Glaucoma,https://clinicaltrials.gov/study/NCT04878458,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT04878458,Phacotrabeculectomy Versus Phacogoniotomy (PVP) in Advanced Primary Angle-closure Glaucoma,https://clinicaltrials.gov/study/NCT04878458,ACTIVE_NOT_RECRUITING,INTERVENTIONAL
NCT04060758,Open Label Sequential-dose Study of PA5108 Latanoprost FA SR Ocular Implant for Mild-moderate Glaucoma,https://clinicaltrials.gov/study/NCT04060758,RECRUITING,INTERVENTIONAL
NCT06139523,Optimize Pediatric OCT Imaging,https://clinicaltrials.gov/study/NCT06139523,NOT_YET_RECRUITING,OBSERVATIONAL
NCT00348023,Bimatoprost Monotherapy vs. Dual Therapy With Travoprost and Timolol in Patients With Glaucoma and Ocular Hypertension,https://clinicaltrials.gov/study/NCT00348023,COMPLETED,INTERVENTIONAL
NCT01654484,A Study Assessing the Safety and Efficacy of DE-117 Ophthalmic Solution in Patients With POAG or OHT,https://clinicaltrials.gov/study/NCT01654484,COMPLETED,INTERVENTIONAL
NCT02177123,Post Market Study of the InnFocus MicroShunt,https://clinicaltrials.gov/study/NCT02177123,COMPLETED,INTERVENTIONAL
NCT06158984,Managing Dry Eye in Patients Using Glaucoma Drops,https://clinicaltrials.gov/study/NCT06158984,NOT_YET_RECRUITING,INTERVENTIONAL
NCT05844384,Nanodropper Use in Primary Open-Angle Glaucoma Patients: A Non-Inferiority Trial,https://clinicaltrials.gov/study/NCT05844384,RECRUITING,INTERVENTIONAL
NCT03804684,visuALL Field Analyzer (vFA) Compared to Standard Humphrey Automated Perimetry,https://clinicaltrials.gov/study/NCT03804684,COMPLETED,INTERVENTIONAL
NCT02045823,OCT Agreement and Precision Study,https://clinicaltrials.gov/study/NCT02045823,COMPLETED,OBSERVATIONAL
NCT02247284,Reproducibility of RNFL and ONH Measurements in OAG With Heidelberg Spectralis SD-OCT Glaucoma Module Premium Edition,https://clinicaltrials.gov/study/NCT02247284,COMPLETED,INTERVENTIONAL
NCT00756184,Value of an Intervention to Enhance Adherence in Glaucoma Patients,https://clinicaltrials.gov/study/NCT00756184,COMPLETED,INTERVENTIONAL
NCT03065036,Safety and Efficacy Study of the Hydrus Aqueous Implant in Subjects With POAG,https://clinicaltrials.gov/study/NCT03065036,COMPLETED,INTERVENTIONAL
NCT01514734,Assessing the Efficacy and Tolerability of AZARGA® (Brinzolamide 1%/Timolol 0.5% Fixed Combination) as Replacement Therapy in Patients on COMBIGAN® (Brimonidine 0.2%/Timolol 0.5% Fixed Combination) Therapy in Brazil,https://clinicaltrials.gov/study/NCT01514734,TERMINATED,INTERVENTIONAL
NCT00647101,A Study to Assess the Efficacy of 3 Months of Latanoprost Treatment in Reducing the Intraocular Pressure in Patients With Ocular Hypertension or Open-angle Glaucoma,https://clinicaltrials.gov/study/NCT00647101,COMPLETED,INTERVENTIONAL
NCT02901236,Bevacizumab Versus Mitomycin C as Trabeculectomy Adjuvant in Uncontrolled Glaucoma,https://clinicaltrials.gov/study/NCT02901236,COMPLETED,INTERVENTIONAL
NCT02858284,Evaluation of Safety and Efficacy of TUG (Therapeutic Ultrasound for Glaucoma) in the Treatment of Primary Open Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT02858284,TERMINATED,INTERVENTIONAL
NCT03267134,Hydrus Microstent for Refractory Open-Angle Glaucoma,https://clinicaltrials.gov/study/NCT03267134,COMPLETED,INTERVENTIONAL
NCT01037036,A Study of the L-PPDS With Adjunctive Xalatan® Eye Drops in Subjects With OH or OAG,https://clinicaltrials.gov/study/NCT01037036,COMPLETED,INTERVENTIONAL
NCT02036541,AqueSys XEN 45 Glaucoma Implant in Refractory Glaucoma,https://clinicaltrials.gov/study/NCT02036541,COMPLETED,INTERVENTIONAL
NCT05876936,Prospective Open Label Study to Assess 24hs IOP Recorded With Triggerfish® in Patients With OAG Before and After DSCI,https://clinicaltrials.gov/study/NCT05876936,TERMINATED,INTERVENTIONAL
NCT04547036,Changes in Corneal Endothelial Cell Density After Transscleral ab Interno Glaucoma Gel Stent Implantation,https://clinicaltrials.gov/study/NCT04547036,COMPLETED,OBSERVATIONAL
NCT00397241,24-hour Study of Dorzolamide/Timolol and Latanoprost/Timolol Fixed Combinations,https://clinicaltrials.gov/study/NCT00397241,COMPLETED,INTERVENTIONAL
NCT05871034,Electroretinogram and Retinal Vascular Changes After Cataract Surgery,https://clinicaltrials.gov/study/NCT05871034,NOT_YET_RECRUITING,INTERVENTIONAL
NCT02003534,A Study of 0.15% Brimonidine Tartrate in Patients With Primary Open Angle Glaucoma and Ocular Hypertension,https://clinicaltrials.gov/study/NCT02003534,COMPLETED,INTERVENTIONAL
NCT01263834,Results of Adjunctive Intraoperative Bevacizumab Injection on Trabeculectomy Outcome,https://clinicaltrials.gov/study/NCT01263834,COMPLETED,INTERVENTIONAL
NCT05964634,Effect of Peripapillary Atrophy to Diagnose Glaucoma in High Myopia,https://clinicaltrials.gov/study/NCT05964634,NOT_YET_RECRUITING,OBSERVATIONAL
NCT00788541,A Dose-Volume Study of a Treatment for Elevated IOP Due to Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00788541,TERMINATED,INTERVENTIONAL
NCT03551834,Ahmed Glaucoma Valve Implantation; Graft-Free Short Tunnel Small Flap Versus Scleral Patch Graft,https://clinicaltrials.gov/study/NCT03551834,UNKNOWN,INTERVENTIONAL
NCT00800540,Circadian Ocular Perfusion Pressure and Ocular Blood Flow,https://clinicaltrials.gov/study/NCT00800540,COMPLETED,INTERVENTIONAL
NCT05426044,Metformin as a Neuroprotective Therapy for Glaucoma - A Randomized Controlled Trial,https://clinicaltrials.gov/study/NCT05426044,NOT_YET_RECRUITING,INTERVENTIONAL
NCT04447157,The Efficacy of a 6-point Transscleral Suture Fixation of a 3-looped Haptics PC-IOL Implantation Through Scleral Pockets for Surgical Management for Microspherophakia,https://clinicaltrials.gov/study/NCT04447157,COMPLETED,OBSERVATIONAL
NCT04921098,CPC in Adult Refractory Glaucoma,https://clinicaltrials.gov/study/NCT04921098,RECRUITING,INTERVENTIONAL
NCT00796198,Effects of Cosopt on IOP and on Ocular Diastolic Perfusion Pressure,https://clinicaltrials.gov/study/NCT00796198,UNKNOWN,INTERVENTIONAL
NCT00972257,24-hr Intraocular Pressure Control With Dorzolamide/Timolol vs the Brimonidine/Timolol Fixed Combination,https://clinicaltrials.gov/study/NCT00972257,COMPLETED,INTERVENTIONAL
NCT00449098,Ologen (OculusGen)-Glaucoma MMC Control Trial in India,https://clinicaltrials.gov/study/NCT00449098,UNKNOWN,INTERVENTIONAL
NCT01145898,Trusopt and Cosopt; Ocular Perfusion Pressure and Blood Flow: New Long-term Prospective Data,https://clinicaltrials.gov/study/NCT01145898,COMPLETED,OBSERVATIONAL
NCT00306657,Normal Tension and Chronic Open Angle Glaucoma and Cerebrospinal Fluid Composition,https://clinicaltrials.gov/study/NCT00306657,UNKNOWN,INTERVENTIONAL
NCT03052257,Improve Glaucoma Medication Adherence,https://clinicaltrials.gov/study/NCT03052257,COMPLETED,INTERVENTIONAL
NCT06058598,Exercise Training in Patients With Glaucoma,https://clinicaltrials.gov/study/NCT06058598,NOT_YET_RECRUITING,INTERVENTIONAL
NCT06058598,Exercise Training in Patients With Glaucoma,https://clinicaltrials.gov/study/NCT06058598,NOT_YET_RECRUITING,INTERVENTIONAL
NCT05151757,Developing and Testing a Low Cost Opportunistic Glaucoma Screening Model by Non-physician Graders in Vietnam,https://clinicaltrials.gov/study/NCT05151757,COMPLETED,INTERVENTIONAL
NCT00428740,Long-Term IOP Fluctuation and VF Progression After Triple Procedure,https://clinicaltrials.gov/study/NCT00428740,COMPLETED,OBSERVATIONAL
NCT05624398,Results of Patients With Glaucoma Undergoing Minimally Invasive Glaucoma Surgery in Conjunction With Cataract Surgery,https://clinicaltrials.gov/study/NCT05624398,RECRUITING,INTERVENTIONAL
NCT03924544,Decorin in Sub Scleral Trabeculectomy,https://clinicaltrials.gov/study/NCT03924544,UNKNOWN,INTERVENTIONAL
NCT04172857,Treatment of Malignant Glaucoma by Anterior Vitrectomy From Two Different Approaches,https://clinicaltrials.gov/study/NCT04172857,COMPLETED,OBSERVATIONAL
NCT02852057,Effectiveness and Safety of Timolol and Dorzolamide Loaded Contact Lenses,https://clinicaltrials.gov/study/NCT02852057,COMPLETED,INTERVENTIONAL
NCT02136940,Multiple Dose-parallel-group Study of AMA0076 in Patients With Primary Open-Angle Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT02136940,COMPLETED,INTERVENTIONAL
NCT00326040,A Study of the Glaukos Trabecular Micro-Bypass Stent in Refractory Open Angle Glaucoma Subjects,https://clinicaltrials.gov/study/NCT00326040,COMPLETED,INTERVENTIONAL
NCT00284440,Choroidal Blood Flow Response to Hand-grip Test in Progressive Glaucoma,https://clinicaltrials.gov/study/NCT00284440,WITHDRAWN,OBSERVATIONAL
NCT01444040,Subjects With Open-angle Glaucoma Pseudoexfoliative Glaucoma or Ocular Hypertension Naïve to Medical and Surgical Therapy Treated With Two Trabecular Micro-bypass Stents (iStent Inject) or Travoprost,https://clinicaltrials.gov/study/NCT01444040,COMPLETED,INTERVENTIONAL
NCT00452998,Sequential Laser Iridotomy Using Argon and Q-Switched 532 nm Frequency Doubled Neodymium Yag Laser: A Pilot Study,https://clinicaltrials.gov/study/NCT00452998,COMPLETED,INTERVENTIONAL
NCT01547598,Safety and Efficacy of LUMIGAN® RC Versus DuoTrav® in Patients Who Require Further Intraocular Pressure (IOP) Reduction,https://clinicaltrials.gov/study/NCT01547598,COMPLETED,INTERVENTIONAL
NCT03949244,Nailfold Capillary Blood Flow With Latanoprost Bunod,https://clinicaltrials.gov/study/NCT03949244,COMPLETED,INTERVENTIONAL
NCT02641457,Intravitreal Aflibercept or Ranibizumab for Rubeosis Iridis,https://clinicaltrials.gov/study/NCT02641457,COMPLETED,INTERVENTIONAL
NCT04499157,Effect of MEMOPTIC on Visual Field of Patients Followed for a Chronic Open-angle Glaucoma,https://clinicaltrials.gov/study/NCT04499157,RECRUITING,INTERVENTIONAL
NCT00705757,The Effects of Xalatan Travatan and Lumigan on Skin Pigmentation Near the Eye,https://clinicaltrials.gov/study/NCT00705757,COMPLETED,INTERVENTIONAL
NCT03255798,A Prospective Evaluation of Glaucoma Subjects Treated With Two Second Generation iStents and One iStent Supra,https://clinicaltrials.gov/study/NCT03255798,TERMINATED,INTERVENTIONAL
NCT05581498,Glaucoma Exercise as Medicine Study (GEMS).,https://clinicaltrials.gov/study/NCT05581498,NOT_YET_RECRUITING,INTERVENTIONAL
NCT00332540,Safety and Efficacy Study of Bimatoprost/Timolol Fixed Combination in Patients With Glaucoma or Ocular Hypertension,https://clinicaltrials.gov/study/NCT00332540,COMPLETED,INTERVENTIONAL
